uniprotID,Christiano_t1/2_(min)
P32492,550.10
P50106,550.00
P53177,550.00
Q03940,549.90
P47118,549.70
P48360,549.70
P06244,549.60
P20134,549.60
P53324,549.40
P22515,549.10
P32895,548.80
Q12480,548.60
P27514,548.60
P25659,548.10
P36159,547.90
P37292,547.90
P20107,547.90
P42935,547.70
P46956,547.60
P40071,547.50
P06634,547.30
P57743,547.30
Q06525,547.20
P52488,547.20
P40362,547.10
Q12517,546.70
P40959,546.70
P39984,546.60
Q03862,546.60
Q12461,546.60
P39524,546.40
Q12382,546.10
P40515,546.10
P49167,546.00
P23301,546.00
P33755,546.00
P46676,545.90
P53628,545.90
P27472,545.30
Q05636,545.20
P28007,545.10
P22336,544.90
P38915,544.90
P38885,544.90
P54858,544.70
Q05787,544.70
P11914,544.60
P14907,544.50
P36051,544.50
P25375,544.40
P32445,544.40
Q12504,544.30
Q08281,544.20
P22936,544.00
P13259,543.90
P22943,543.70
P30771,543.50
P46958,543.40
P12385,543.30
Q99181,543.30
Q12335,543.20
Q3E7A7,543.00
P16521,542.90
P36024,542.80
Q03784,542.70
P49687,542.70
P32767,542.50
P39685,542.50
P46681,542.40
P38144,542.30
P22217,542.20
P46963,542.00
P33298,541.90
P0C2I7,541.90
Q08972,541.90
P10823,541.80
P39104,541.70
P16451,541.70
Q00764,541.60
P48439,541.50
P39935,541.50
P18962,541.50
P53067,541.30
P32481,541.30
Q06205,541.30
P53272,541.10
P38833,541.00
P38115,540.70
Q07505,540.70
P47818,540.50
P32523,540.10
P36114,539.70
P33891,539.60
P53632,539.50
P38736,539.40
Q12055,539.40
Q99288,539.40
Q02774,539.20
Q03049,539.10
P33314,539.10
P32259,538.90
Q08179,538.70
P32600,538.60
P20606,538.60
P39013,538.20
P50102,537.90
P37254,537.90
Q99247,537.80
P36147,537.60
P53583,537.50
P31385,537.40
P39107,537.30
P38913,537.30
P46988,537.30
Q12488,537.20
Q12383,537.00
P15274,537.00
P38970,536.80
Q05942,536.40
Q04279,536.30
Q06053,536.20
Q04223,536.00
P25037,535.90
P43636,535.90
P47051,535.80
P38625,535.70
P53863,535.60
Q12072,535.40
P50108,535.40
Q00776,535.30
Q04212,535.20
Q12745,534.90
P41896,534.90
P33894,534.90
P15367,534.80
P36108,534.70
P07256,534.50
P53898,534.40
P32357,534.40
Q12455,534.10
P06838,534.00
P40032,533.90
P32451,533.90
Q03429,533.80
P38789,533.70
P53870,533.70
P33331,533.40
P53267,533.40
Q12339,533.20
P11075,533.10
P37370,533.10
Q06169,533.00
P53851,532.90
P36088,532.80
P33895,532.60
P32836,532.60
P38877,532.50
P25555,532.40
P37293,532.20
P13856,532.10
P07236,532.10
P53125,532.00
P0CX48,531.80
Q03323,531.70
P40517,531.60
Q08924,531.50
Q08213,531.50
P49626,531.50
P35734,531.40
P32911,531.40
Q03373,531.40
Q12308,531.10
P27801,531.00
P19516,531.00
P32319,530.90
Q03640,530.90
Q06689,530.80
P11491,530.70
P19262,530.60
P53212,530.40
Q12189,529.90
P40160,529.90
P09440,529.70
P26793,529.60
P32896,529.50
P23201,529.50
P53244,529.40
Q12084,529.40
P32377,529.30
P46985,529.30
P41057,529.20
P53073,529.20
P40533,529.20
Q05016,529.10
P49957,528.70
P43597,528.40
Q12445,528.30
P25039,528.20
P53878,528.10
Q04847,528.00
Q00362,528.00
P00890,527.90
P40961,527.80
P38903,527.80
Q05791,527.70
P40204,527.40
P40053,527.40
P19735,527.20
P38237,527.10
Q08484,527.00
Q12532,526.80
P32419,526.70
Q05949,526.70
P53136,526.70
P41805,526.70
Q12518,526.70
Q08023,526.60
P40567,526.50
Q05946,526.50
P11632,526.40
P17255,526.20
P53954,526.10
Q99189,526.10
Q04272,526.00
Q08959,525.80
Q06623,525.70
P25451,525.60
P53038,525.40
P40312,525.00
P48412,525.00
P21304,525.00
P38851,524.90
P27466,524.70
Q00684,524.30
P40319,524.20
P53163,524.10
Q12019,524.10
P52910,523.90
P36775,523.40
P46669,523.10
P53280,523.10
Q08920,522.90
Q04264,522.80
P32609,522.60
P47077,522.40
P43612,522.30
P53040,522.10
P32783,521.90
Q07844,521.90
P40368,521.70
P39533,521.60
P38786,521.60
P53960,521.50
Q07349,521.40
P38255,521.40
Q04177,521.00
P53043,521.00
P38222,521.00
Q08965,520.80
P09950,520.70
P21373,520.10
Q12270,520.10
P49686,520.00
P34909,519.90
P53290,519.80
P40056,519.70
P20081,519.60
P32906,519.10
Q06213,519.00
Q02884,519.00
P38816,518.80
Q06505,518.80
P25385,518.50
P17106,518.40
P38746,518.10
P53686,517.90
P38758,517.80
P48361,517.70
P16387,517.60
P42945,517.20
P07251,517.20
P53091,517.10
P36102,517.00
P32479,517.00
P16649,516.80
Q08742,516.70
P38911,516.50
P43619,516.20
P40970,516.20
P34761,515.90
P20967,515.80
P53980,515.70
Q02875,515.50
Q03722,515.50
P04161,515.50
Q08245,515.10
P36123,515.10
P32908,515.10
P38333,514.80
P41697,514.70
P40487,514.50
P25582,514.50
Q08773,514.10
Q05022,514.10
P25368,514.00
P0CX38,513.60
P48231,513.40
Q02354,513.20
P38351,513.20
Q12515,512.90
P36160,512.80
Q04305,512.60
P38966,512.30
Q06170,512.30
P38772,512.10
Q12680,512.10
P50947,511.60
Q03833,511.60
Q03761,511.50
Q05567,511.30
P00331,511.30
P25038,511.30
P40450,511.10
P38428,511.10
P48353,510.90
P54790,510.70
P40548,510.70
P53276,510.70
P10659,510.70
P52893,510.60
P20048,510.60
P37291,510.30
P10662,510.20
P00830,510.20
P32583,510.10
Q06511,509.70
Q12420,509.60
P40469,509.00
P38771,509.00
P38146,508.80
P40564,508.80
P28795,508.80
P38624,508.60
Q02256,508.50
P38732,508.40
P47113,508.40
P40083,508.10
Q03124,508.10
Q08096,507.80
P47048,507.60
P07342,507.60
P41921,507.30
P47116,507.20
P23595,507.00
P47018,506.80
P38065,506.60
P53860,506.50
P32628,506.50
P53959,506.40
P36049,506.40
P37262,506.30
Q12460,506.20
P38909,506.10
Q12326,506.00
O74700,505.80
Q05518,505.60
P36523,505.50
P49435,505.30
P02309,505.30
P36516,505.20
P20447,505.10
Q07799,505.10
P53920,505.00
P50105,505.00
P32266,504.90
P38920,504.90
P36084,504.80
Q05543,504.80
Q06485,504.70
P46989,504.60
P53218,504.60
P36161,504.50
P47140,504.50
P35183,504.50
Q07381,504.40
P39014,504.40
Q08287,504.30
P32897,504.20
Q12463,504.10
P06844,503.80
Q02775,503.60
Q02889,503.40
P53877,503.40
P31382,503.30
P36146,503.20
P53598,503.10
O13525,503.00
Q05812,502.80
P37297,502.60
Q3E833,502.50
Q03790,502.50
P32567,502.20
Q06631,502.00
Q05040,501.90
P36520,501.70
P38811,501.70
P06839,501.60
P53599,501.40
P39007,501.30
P32893,501.30
P53009,501.20
Q07896,501.20
P32340,501.20
Q02457,501.10
P01120,501.00
P12688,500.60
P32367,500.00
P36048,499.90
P43554,499.80
P38883,499.80
P0C5N3,499.80
P31109,499.80
Q08647,499.60
P40012,499.60
P46973,499.60
P35178,499.50
P45976,499.20
P27882,499.20
Q12500,499.10
Q05924,498.80
Q02825,498.70
P11938,498.60
P27476,498.30
P13186,498.20
P38332,498.00
P53270,498.00
P32477,497.90
Q05871,497.90
P24521,497.80
P14681,497.80
Q07923,497.70
P47102,497.70
Q12751,497.60
P06779,497.50
P52593,497.40
P39966,497.20
P48524,496.80
P31115,496.80
P32773,496.70
Q12206,496.60
P33333,496.30
P32480,496.00
P53299,495.90
P53070,495.80
P53172,495.80
Q04599,495.70
Q12385,495.70
P41819,495.60
P47108,495.60
Q02872,495.50
P36046,495.40
P40328,495.40
P32843,495.00
P22803,494.90
P53261,494.60
P50861,494.60
Q06698,494.50
Q06624,494.50
Q12315,494.40
Q04013,494.40
Q03281,494.30
Q6Q546,494.20
P06197,494.10
P53076,494.10
P27616,494.00
P17629,493.80
P43579,493.70
Q08826,493.70
Q04697,493.60
P39517,493.20
P53833,493.20
P35718,493.10
Q04053,493.10
P32568,493.00
P38853,492.90
Q07938,492.70
P38768,492.50
Q02647,492.30
P36041,492.30
P25382,492.30
Q12462,491.80
P43564,491.60
Q3E764,491.50
P35723,491.50
Q08951,491.50
P40325,491.20
P47047,491.00
P53836,491.00
P00927,491.00
P47172,490.70
P33302,490.40
Q03652,490.10
P47045,490.00
P37304,489.90
P40453,489.80
P53255,489.70
P38109,489.70
P40576,489.60
P38304,489.40
P36224,489.30
P36100,489.20
Q04779,489.20
P32776,489.10
Q12176,489.00
Q04585,489.00
Q01976,489.00
P38127,488.70
P39732,488.50
P47084,488.50
P48365,488.50
P32461,488.20
Q99207,488.20
Q02804,488.20
P47061,488.00
P32453,488.00
P15703,487.90
Q05533,487.90
P53968,487.80
P53075,487.80
P40508,487.70
Q02555,487.60
P12962,487.40
Q03012,487.30
P40506,487.00
P43592,486.80
Q12483,486.60
P09959,486.50
P53192,486.40
Q02805,486.30
P37302,486.00
P53119,485.90
P26755,485.90
P38228,485.80
Q12204,485.70
P38071,485.70
P06102,485.60
P38247,485.50
Q04182,485.20
P06738,485.10
P23293,485.00
P35184,485.00
P47143,484.90
P39102,484.70
P39954,484.70
P36097,484.60
P41735,484.60
P38077,484.50
Q07555,484.50
P29468,484.40
P32899,484.40
Q07457,484.40
P38179,484.40
P38755,484.30
P39008,484.30
P40358,484.10
Q05809,483.90
Q12514,483.80
P39927,483.70
P49017,483.70
Q03466,483.50
P21965,483.30
Q12046,483.30
P15565-2,483.10
O13563,482.80
Q07084,482.70
P53894,482.60
Q04087,482.60
P25332,482.40
P25574,482.10
Q08952,482.00
Q99369,482.00
P26754,481.90
P38845,481.70
P36120,481.40
P54730,481.30
P40493,480.90
P32793,480.90
Q02792,480.80
P32601,480.70
Q12004,480.60
Q03954,480.50
P54791,480.40
P38314,480.40
P19158,480.30
P33448,480.20
Q07418,480.20
P38962,479.90
Q12168,479.70
P53295,479.70
Q08746,479.60
P21375,479.40
Q01080,479.40
P07267,479.00
P53848,479.00
P53739,478.80
P41814,478.80
P43572,478.70
Q04370,478.40
P40471,478.30
P40055,478.30
Q12024,478.20
Q6Q547,478.10
Q02931,478.00
Q04048,477.60
Q03942,477.30
P40422,477.20
Q05911,477.10
P39002,477.00
P32833,477.00
P36081,476.60
Q04773,476.20
P33418,476.10
P43573,476.00
P36112,475.90
O94742,475.80
P47123,475.60
P25617,475.40
Q02455,475.00
P53743,474.90
P32342,474.80
Q04213,474.80
Q03496,474.50
P34220,474.50
P53901,474.40
P19073,474.20
Q08444,474.20
P25296,474.20
Q08278,474.20
Q08954,474.10
P29496,474.10
P31334,473.80
Q03920,473.80
P36151,473.80
Q04472,473.50
Q12345,473.40
P40343,473.40
P32591,473.40
P25369,473.30
P47031,473.20
P39543,473.10
P53917,472.90
Q03280,472.80
P39692,472.80
Q05919,472.70
P38712,472.30
Q01590,471.90
P46673,471.50
P32597,471.40
P53911,471.40
P23641,471.40
P00431,471.10
P37296,470.90
P40006,470.90
P07259,470.80
P39979,470.80
P32860,470.50
Q07623,470.50
P36059,470.50
Q03956,470.40
Q04377,470.40
P46984,470.00
P23202,469.90
P36144,469.90
Q03434,469.80
Q03306,469.70
P53962,469.20
Q06218,469.10
Q12417,468.80
P29366,468.50
P38261,468.50
P43556,468.50
P53079,467.80
Q03557,467.80
P39923,467.80
P25441,467.80
P21734,467.70
P47114,467.70
Q12241,467.60
Q05580,467.40
P23796,467.20
P31378,467.00
P53144,466.70
P22216,466.60
Q12425,466.40
P39678,466.40
P33759,466.30
P04819-2,466.10
P47054,466.00
P49334,465.90
P39940,465.30
P00447,465.30
Q12753,465.20
P30624,465.00
P09938,464.90
Q03759,464.50
O13329,464.40
Q12186,464.30
P53889,464.20
P40341,464.10
P29509,464.10
Q03834,464.10
P38349,463.80
P43557,463.80
P53951,463.70
Q08732,463.60
P50110,463.50
Q07451,463.40
P39937,463.10
Q08223,462.90
Q08650,462.70
Q3E772,462.70
P69771,462.60
Q06668,462.50
P36162,462.30
P38165,462.20
Q02201,462.10
P12753,462.00
P52489,461.90
P42938,461.80
P33202,461.60
P53883,461.50
P36528,461.40
P27614,461.30
Q05471,461.20
P11633,461.10
P38630,461.00
Q06224,461.00
Q08231,460.80
Q08818,460.80
Q12066,460.80
P38295,460.70
Q04004,460.40
P18900,460.20
P47160,460.10
P47170,459.90
P18852,459.70
Q04739,459.60
Q07716,459.60
P38323,459.40
Q08966,459.30
Q06147,459.20
Q07532,459.20
Q06497,459.00
P47015,458.70
Q03330,458.60
P40210,458.60
P38692,458.50
P23292,458.50
Q12180,458.50
P42940,458.50
P38230,458.30
P32892,458.20
P43613,458.20
Q12213,458.20
Q12389,458.10
P23060,458.10
Q12291,457.30
P51534,457.20
P38167,457.00
P53320,456.80
P40357,456.60
P53552,456.40
P33441,456.10
Q01448,456.00
Q03981,455.90
P53843,455.90
P14693,455.90
P0CX64,455.80
P36060,455.60
P32784,455.10
P36036,455.10
P41543,454.90
P43570,454.80
P17695,454.70
P53271,454.70
P47127,454.70
P47165,454.50
Q06245,454.00
P39705,453.90
P46965,453.60
P53326,453.60
Q07914,453.40
P53207,453.10
P24004,453.10
P40492,453.00
Q05029,453.00
P07250,453.00
P40486,452.80
P43582,452.80
P41832,452.70
P05374,452.70
P0CX81,452.60
P32639,452.50
P40468,452.40
Q08144,452.30
P32792,452.00
P21538,451.80
Q12125,451.60
Q12272,451.60
P47029,451.40
Q02159,451.30
P06784,451.20
P05694,450.70
P25558,450.70
P35169,450.40
P38961,450.40
Q04489,450.10
P32774,450.00
P24783,450.00
Q12511,449.90
P25560,449.80
P38931,449.80
P53972,449.70
P39727,449.60
Q03653,449.60
P38111,449.60
P38854,449.50
P40043,449.20
Q04338,448.90
Q07508,448.60
Q04226,448.40
Q03322,448.40
P40051,448.30
P28817,448.30
P32364,448.20
P50874,448.20
P32566,448.00
P38705,448.00
P33753,448.00
P32806,447.80
P53840,447.70
Q04195,447.60
Q07622,447.30
P36004,447.20
Q06704,447.20
Q08227,447.00
P23561,446.90
P34217,446.80
Q01662,446.60
Q12025,446.60
P18851,446.50
P32335,446.50
P34248,446.40
Q00723,446.30
Q06411,445.80
P27692,445.70
Q03656,445.60
Q03532,445.60
P25808,445.40
P05986,445.40
P47095,445.20
P53923,445.10
P38902,445.00
Q04396,444.90
P61830,444.80
P39955,444.80
P53094,444.60
Q00816,444.30
P07275,444.20
P33322,444.10
Q03002,444.00
P25389,443.90
P46675,443.80
P40207,443.70
P11433,443.70
Q06091,443.40
P22211,443.30
P39081,443.00
P53051,442.60
Q06188,442.40
P32462,441.80
P53274,441.80
Q08886,441.70
P53330,441.60
P41895,441.50
P39933,441.50
Q02979,441.50
P32525,441.40
Q08299,441.40
P38850,441.10
P43132,441.10
P40529,441.10
P33339,440.90
P32529,440.80
P31380,440.50
P25573,440.40
P53220,440.40
P47025,440.40
P53237,440.20
P40022,440.20
P38932,439.90
Q06820,439.80
Q02771,439.60
P40208,439.50
P47016,439.00
P53166,438.70
P12868,438.40
P25349,438.30
P38067,437.80
Q03177,437.70
P42840,437.70
Q06143,437.60
P53617,437.50
Q04170,437.40
P35728,436.60
P07263,436.50
Q07458,436.40
P38221,435.80
O13297,435.50
P40433,435.40
Q08553,435.40
P09457,434.90
Q03880,434.70
P53759,434.50
P32910,434.20
P06786,434.20
P32807,434.10
Q12178,434.00
Q12136,433.70
Q02784,433.70
Q06102,433.60
P36519,433.10
Q04461,433.10
P27825,432.80
Q06549,432.60
P43555,432.50
P42841,432.50
P54003,431.60
P36130,431.60
P38121,431.30
Q07395,430.40
P40010,430.30
Q12487,430.10
Q05541,430.00
P48525,429.90
Q05584,429.70
P20448,429.70
P21771,429.50
P37303,429.40
P34078,429.00
P34241,428.70
P43558,428.60
Q03735,428.60
P47159,428.50
P53318,428.40
P29055,427.90
P38801,427.40
Q03516,427.40
Q02969,427.40
P80428,427.20
Q06108,427.10
P40345,427.00
P46964,427.00
Q12292,426.50
P38130,426.40
P53871,426.30
Q03707,426.30
P50085,426.10
P53224,425.60
Q06451,425.60
P31381,425.50
P38870,425.30
P38282,424.90
Q12368,424.80
P53971,424.80
Q12408,424.70
Q04894,424.70
Q08921,424.60
Q03305,424.50
Q12451,424.20
P23797,424.20
Q06337,424.00
Q3E705,423.70
P27515,423.60
Q12108,423.50
P11747,423.50
P22023,423.00
P39726,423.00
Q04602,422.90
Q99177,422.90
P50089,422.90
Q12181,422.80
P38210,422.80
P40857,422.60
P32802,422.40
Q12287,422.40
Q12038,422.30
P40452,422.30
P43589,422.00
P35725,421.90
P40154,421.90
P20424,421.70
Q12255,421.70
Q99210,421.60
P38819,421.50
P32797,421.20
Q04031,421.20
P53904,421.10
Q3E790,421.00
P01119,420.80
P37263,420.60
P22007,420.50
P10834,420.20
P17890,420.10
Q02608,420.00
P52917,419.90
P38325,419.50
P39525,419.40
P53168,419.20
P25586,419.00
Q02208,418.90
P09547,418.90
P47083,418.70
Q03769,418.60
P49704,418.30
P22136,418.00
P40096,417.90
P40693,417.90
Q3E829,417.60
Q06630,417.30
Q99321,417.00
Q04675,416.50
P15424,416.30
P33893,416.30
Q03063,416.30
P53935,416.20
P40582,415.90
P07246,415.80
P34111,415.60
P38738,415.40
P39682,415.40
Q06089,415.30
P06781,415.00
P46151,414.80
P53118,414.50
Q04477,414.40
P40956,414.30
P25372,413.90
Q99314,413.80
P21560,413.70
Q06407,413.60
Q12233,413.50
P38069,413.40
P53720,412.80
Q92317,412.60
P38319,412.60
P38193,412.40
P32770,412.40
P32864,412.30
Q07950,412.30
Q03654,412.30
P40151,412.20
P40354,412.10
P43122,412.10
Q03213,412.10
P41818,411.30
Q12000,411.00
P40457,410.80
P48237,410.70
P25651,410.60
P18239,410.50
Q05021,410.50
P17261,410.30
P53115,410.30
P40356,410.20
P08425,410.10
P47069,410.10
Q08622,410.00
P36018,409.60
P53312,409.50
Q08651,409.20
P39960,409.00
P10964,408.70
P18496,408.50
P07866,408.20
P53685,408.10
P36148,407.90
P53201,407.70
P81449,407.70
P32801,407.30
P41910,407.20
P38152,406.80
P34756,406.00
Q12415,405.60
P47190,405.60
Q6Q595,405.20
P32909,405.10
P47177,405.00
Q12091,404.20
P32805,404.00
Q12051,404.00
P40958,404.00
P22276,403.80
P39731,403.60
Q12060,403.60
Q6Q560,403.30
P32611,403.10
P25627,403.00
P06778-3,403.00
P53112,402.80
P32606,402.50
Q04651,402.40
P32288,402.20
Q08282,402.10
P08539,402.10
P45818,402.00
P04821,401.70
P39009,401.70
Q05672,401.60
P25616,401.20
Q08749,401.00
Q06682,400.80
Q12035,400.60
Q03714,400.50
P47057,400.50
Q9URQ3,399.90
P07807,399.80
P40467,399.80
P38305,399.50
Q03660,399.20
Q08273,399.20
P29295,398.90
P07253,398.80
P53176,398.60
Q00416,398.20
P24031,398.10
P32333,397.70
P49095,397.50
P53941,396.90
P08518,396.90
Q08236,396.80
P40555,396.70
P39956,396.70
P40360,396.40
P38072,396.40
P25626,396.40
P36094,396.30
Q12446,396.20
P12887,395.50
P00044,395.50
P36121,395.10
Q04772,395.00
P53930,395.00
Q08208,394.60
P40566,394.30
Q12432,394.00
P32891,393.80
P39714,393.80
P53753,393.80
P33308,393.80
P22543,392.80
P35999,392.50
Q3E7Y6,392.40
Q07541,392.30
Q08491,392.10
Q12482,392.00
P36126,392.00
P46671,391.90
Q99385,391.40
Q06350,391.30
P16547,390.90
P36009,390.70
P33417,390.60
P38992,390.60
P16522,390.50
P21147,390.30
P32330,390.10
P32380,390.00
P38264,389.80
P43124,389.60
P39719,389.50
Q04347,389.40
Q08831,389.20
P48234,389.10
P46947,389.00
Q12096,389.00
P15179,388.90
Q12020,388.70
P39715,388.30
P36080,388.20
P11325,387.90
Q99316,387.90
Q08438,387.90
Q12166,387.90
P29539,387.70
P16664,387.70
P33311,387.50
P18963,387.50
P38066,387.50
P53924,387.40
P25554,387.30
P20095,387.20
Q01919,387.10
P32867,387.00
Q07913,386.90
P22135,386.40
P39721,386.20
P22579,386.20
P53215,386.00
P25374,385.90
P39925,385.20
P38337,385.00
P10862,384.90
P17558,384.80
P40155,384.70
P42073,384.50
P33748,384.30
Q02724,384.10
P14164,383.80
Q04471,383.70
P03871,383.70
P38300,383.50
P36158,383.40
P06700,382.60
P53437,382.50
P35688,382.50
P36534,382.30
Q12510,382.20
P32580,381.90
P53252,381.60
Q06709,381.00
P33334,380.90
P40060,380.50
P38783,380.40
P53909,380.30
Q04562,380.10
P28496,379.70
P40553,379.50
Q06156,379.50
P47086,379.40
Q04217,379.20
P53942,379.00
P35727,379.00
P38197,378.90
P32466,378.70
Q12063,378.30
Q96VH5,377.80
P32618,377.50
Q12347,377.40
Q05024,377.20
P35996,377.10
Q3E7B2,377.10
Q06449,376.90
P39729,376.90
Q06179,376.40
P12686,375.90
Q3E7C1,375.50
P32325,375.30
P52920,375.10
P25344,374.90
P35194,374.70
Q12129,374.70
P40507,374.50
Q03897,374.40
P42844,374.30
Q12320,374.20
Q06405,374.00
P21306,373.90
P48743,372.70
P40367,372.70
Q06604,372.60
P40087,371.90
P00445,371.10
P32613,371.00
P53008,370.80
P32849,370.80
Q03799,370.70
Q04089,369.90
Q12373,369.80
Q06106,369.80
O60200,369.50
P10849,369.40
P38278,369.10
P40501,368.90
Q92316,368.80
P00330,368.50
P49956,368.40
P36034,367.50
P53890,367.40
P41813,367.30
P40516,367.10
Q99222,367.10
Q08001,366.80
Q08822,366.30
Q04740,366.30
P40007,366.10
Q04002,366.00
P35731,366.00
P53309,366.00
P39928,365.90
Q12200,365.90
P04050,365.80
P34250,365.70
P25656,365.50
P42900,365.30
Q02883,365.30
Q07915,365.30
P47150,365.00
P53292,365.00
P39965,364.70
P26725,364.20
Q9P305,363.40
P47158,363.10
Q06409,362.50
Q12284,362.50
P22219,361.40
P47050,361.10
P36525,360.90
Q04545,360.90
P40449,360.70
Q03016,360.60
P89102,360.50
P05626,360.30
P52871,360.30
P38929,360.10
P37838,359.90
P40496,359.90
P53331,359.90
P19812,359.30
P33329,359.20
Q04969,359.20
P18409,358.90
P36124,358.20
P38147,357.70
Q03201,356.50
P38112,356.10
Q06410,355.70
Q03246,355.10
P53217,355.10
P53253,354.70
P36141,354.70
P12687,353.80
P23394,353.70
Q06146,353.50
Q04412,353.50
P53146,353.40
Q03631,353.10
P24279,352.80
P40535,352.30
P22035,351.80
P20435,351.70
P53277,351.70
P28005,351.40
P53148,351.40
Q03661,351.30
Q12494,351.00
Q05027,350.90
P43583,350.50
Q07843,350.20
P38837,349.80
P37298,349.80
P40504,349.70
Q06109,349.40
P53919,349.40
P53226,349.10
P53734,348.50
P22204,347.80
Q12230,347.50
Q12297,347.50
Q03764,347.30
Q02772,347.30
P47135,347.20
Q12749,347.10
Q04924,346.90
P48562,346.60
P40084,346.50
Q06835,346.10
P27680,346.00
P10962,345.80
Q12100,345.70
P32800,345.60
Q02890,345.10
Q08237,344.70
P25302,343.90
P53866,343.20
P43563,343.10
P40549,343.10
P36521,343.10
Q08226,342.90
P39969,341.90
P38262,341.00
P46962,341.00
Q12495,341.00
P36166,341.00
P43615,340.70
P34247,340.70
P18494,340.50
Q04431,340.20
P43561,339.80
Q03703,339.50
P40990,339.20
Q12743,339.10
P22353,339.10
P38151,338.70
P38041,338.60
P53769,338.20
P40038,338.00
Q12044,338.00
P32839,337.90
P53885,337.20
P53725,337.00
P22138,336.70
P33328,336.60
Q12229,336.50
P07269,336.40
Q04401,336.20
P14063,336.00
Q12275,335.80
P53198,335.70
Q12124,335.60
Q02820,335.40
P36145,335.30
Q12247,335.20
Q12155,334.90
P53196,334.90
P47124,334.60
Q08930,334.40
Q06132,334.40
Q02892,334.30
P38429,334.20
P40485,334.00
Q00578,333.80
Q12421,333.80
P38959,333.70
P53858,333.10
Q03818,333.10
Q01163,333.10
Q12516,332.90
Q03758,331.80
P43565,331.70
Q05050,331.40
Q08634,331.40
P42843,331.40
P27637,330.80
Q3E784,330.70
Q12068,330.00
Q06315,329.50
P53879,329.50
Q08230,329.20
P22209,329.00
P17121,328.90
P32578,328.80
P06243,328.10
P05030,328.10
P40892,327.80
P12954,327.70
P47019,327.70
Q08991,327.30
Q03760,326.90
Q3E846,326.70
P43611,326.30
P43560,326.20
P46995,326.20
P53892,326.20
P53157,326.10
P25642,326.10
P23369,325.90
P47912,325.80
P34226,325.30
P57744,325.20
P53927,324.40
Q03687,324.30
P10507,324.20
P36115,324.10
Q12090,323.90
Q04119,323.90
P33750,323.20
P54867,323.10
Q02950,322.90
P53849,322.10
P36532,322.10
Q03976,322.00
P38341,321.80
P40002,321.30
P38182,321.20
P40152,320.00
P19541,319.30
P47110,319.20
P42834,319.20
P08004,319.10
P52892,317.40
Q12049,317.20
Q12467,317.00
Q12481,316.90
P08067,316.90
P39723,316.90
P25846,316.80
P47822,316.70
P40571,316.40
Q99216,316.10
P04037,315.90
P43594,315.40
Q06510,315.40
P24384,315.10
P53438,314.70
P51998,314.60
P15436,313.70
P53742,313.50
P00427,313.20
P36017,313.20
P38318,313.10
Q07350,312.60
Q06152,312.20
P35735,311.10
P47042,310.70
Q05789,310.40
P32317,310.10
P53159,310.00
P0C2J1,309.70
Q3E6R5,309.70
Q04231,309.20
Q12349,308.30
P06774,308.10
P22146,307.80
P40080,307.60
Q12032,307.50
P53121,306.70
P04051,306.60
Q03212,306.30
Q04228,305.20
Q00402,304.80
P40088,304.60
P38352,304.50
P38996,304.40
Q12248,303.90
P38070,303.70
Q12078,303.40
P42845,303.40
P22354,303.20
P38826,303.00
Q08269,302.60
Q08581,302.60
P36116,302.60
P11792,302.60
P32904,302.50
P53086,301.60
P32472,301.40
Q00873,301.30
P53283,300.70
Q06680,300.70
Q12296,300.40
Q07807,300.20
P19955,300.00
P23255,298.90
P20676,298.70
Q99278,298.70
P36106,298.20
Q04307,298.00
Q03612,298.00
Q08687,297.90
P22516,297.70
Q05902,297.70
P50896,297.70
P38889,297.60
P14680,297.50
Q12427,297.40
Q12246,297.40
P31377,297.10
P38274,296.80
Q08873,296.40
Q07540,296.20
P38829,296.10
P36083,295.80
P34246,295.30
P11927,294.50
P40164,294.40
P53278,294.10
Q04659,293.60
P46982,293.40
P53064,293.20
Q07362,292.60
P38306,292.50
P25333,292.20
P32621,292.00
P18899,291.80
P53933,291.70
Q08926,291.50
P40955,291.50
P47163,291.40
P36156,291.30
Q03503,291.00
P38859,290.90
P38812,290.30
Q03677,290.30
Q04033,290.20
P28004,290.20
P06843,290.20
P38344,289.40
P10663,289.10
P53317,289.00
P25355,289.00
P41821,289.00
P13574,288.70
O14468,288.10
Q02204,288.00
P53165,287.90
P23291,286.70
P53238,286.10
P53316,285.50
P13393,285.40
Q12274,284.90
Q04934,284.30
P14065,284.20
P40986,283.80
Q00539,283.40
P38143,281.90
Q04120,281.60
P38208,281.50
P38085,281.40
P38120,281.30
P53913,281.10
P34239,281.10
P17119,281.00
Q08193,281.00
P40557,280.70
P53227,280.60
P46678,280.40
P39724,280.00
P52911,280.00
P38213,279.70
Q05080,278.80
Q3E824,278.60
P22215,278.50
P22082,278.20
P40107,278.00
Q02100,277.90
P38827,277.50
P47175,276.90
Q08960,276.80
Q01519,276.50
P32875,276.40
P38175,276.20
P11972,275.80
P53305,275.70
P40558,275.70
Q06675,275.30
Q12094,275.10
P47149,274.30
P32902,273.40
P53313,273.10
P39521,272.10
P53096,271.90
Q06991,271.90
Q03430,271.00
P38302,271.00
P19659,269.40
Q08229,269.10
Q03071,269.00
P39006,268.80
P40494,267.60
Q08909,267.60
P11978,266.60
P00425,265.90
P07276,265.70
P38805,265.60
P81450,265.50
P22289,265.40
P32388,264.90
P38326,264.80
P39103,264.70
P36117,264.60
Q06389,264.40
P40562,264.40
Q3E7Z5,264.30
