conc,D/A
83.9043,0.251082
83.9177,0.263512
83.9568,0.243802
83.9641,0.255314
84.0929,0.251681
84.1815,0.239421
84.2042,0.263959
84.2353,0.247085
84.2804,0.252882
84.2877,0.255573
84.2958,0.260814
84.3662,0.241495
84.369,0.243148
84.4004,0.238339
84.4031,0.242824
84.4225,0.251889
84.5889,0.251936
84.6549,0.249296
84.8246,0.24742
84.8294,0.241937
84.888,0.234165
85.0517,0.250205
85.0923,0.252903
85.1032,0.248473
85.1419,0.255447
85.1826,0.257264
85.2181,0.26167
85.2852,0.251158
85.3213,0.257014
85.3381,0.256058
85.4095,0.248371
85.4566,0.251238
85.4628,0.25624
85.4873,0.269163
85.4981,0.239102
85.5218,0.260104
85.695,0.233949
85.7184,0.261486
85.7246,0.242356
85.8323,0.25805
85.8389,0.259507
85.8429,0.247592
85.8765,0.228788
85.9485,0.262224
86.103,0.248287
86.1514,0.248239
86.1981,0.259222
86.1997,0.254505
86.2441,0.254715
86.2722,0.241019
86.4765,0.257791
86.4851,0.241475
86.6713,0.250962
86.7051,0.237435
86.748,0.258175
86.8024,0.264143
86.8093,0.252371
86.9521,0.234035
86.9563,0.254338
87.1236,0.244353
87.2173,0.247288
87.2546,0.249298
87.2623,0.253217
87.2906,0.247687
87.3421,0.24976
87.4025,0.235036
87.4201,0.260357
87.4279,0.240584
87.4414,0.252001
87.4467,0.258143
87.4819,0.244008
87.4854,0.250091
87.5153,0.244328
87.523,0.252786
87.6482,0.251274
87.6943,0.266702
87.7192,0.245228
87.7795,0.235931
87.8142,0.250212
87.8248,0.25306
87.8856,0.239929
88.0374,0.261059
88.11,0.24801
88.1215,0.241859
88.1259,0.263382
88.1262,0.243127
88.1524,0.246008
88.2143,0.243837
88.2384,0.257893
88.29,0.243714
88.4114,0.243355
88.5892,0.234197
88.6458,0.247364
88.7408,0.250395
88.7567,0.255378
88.7894,0.24561
88.8222,0.244037
88.9169,0.250231
88.9447,0.251938
88.9791,0.247467
88.9844,0.248893
88.9851,0.248811
89.0017,0.243402
89.0787,0.242177
89.0948,0.267163
89.1661,0.237057
89.2003,0.247506
89.2085,0.237275
89.2528,0.228698
89.4108,0.241906
89.4172,0.246115
89.5448,0.249377
89.5676,0.247626
89.5786,0.255568
89.5985,0.258159
89.7066,0.235905
89.7238,0.246265
89.7448,0.243967
89.7475,0.256874
89.752,0.243592
89.8851,0.259213
89.9555,0.247566
89.9792,0.247229
90.0522,0.240294
90.0532,0.235919
90.0751,0.260433
90.0814,0.241058
90.082,0.264639
90.1059,0.254936
90.1072,0.246144
90.1882,0.245887
90.2461,0.252782
90.2841,0.247062
90.3117,0.244907
90.4674,0.261154
90.473,0.257279
90.5594,0.250583
90.6126,0.248584
90.6264,0.234353
90.6947,0.235136
90.7039,0.248023
90.7885,0.245654
90.84,0.248074
90.9248,0.233213
90.928,0.229294
90.9579,0.244733
91.0129,0.224349
91.0278,0.236996
91.0794,0.241456
91.1568,0.242023
91.1628,0.253697
91.2107,0.252866
91.252,0.253847
91.2649,0.247675
91.3172,0.253473
91.4144,0.251099
91.4234,0.25022
91.5009,0.239247
91.5121,0.239275
91.5291,0.235062
91.6528,0.244752
91.6749,0.255017
91.7448,0.254569
91.7777,0.24297
91.7935,0.228397
91.8212,0.261499
91.8554,0.254644
91.8984,0.250013
91.9518,0.244111
91.9766,0.267765
92.0951,0.238031
92.0984,0.249061
92.1519,0.264691
92.1625,0.239244
92.1677,0.246062
92.2777,0.25256
92.2858,0.246552
92.3006,0.248115
92.364,0.235217
92.3653,0.234207
92.4564,0.234277
92.5278,0.259543
92.5355,0.224843
92.6987,0.25654
92.7193,0.243539
92.7328,0.254784
92.8818,0.260671
92.9306,0.25304
93.0337,0.24853
93.0769,0.246608
93.0934,0.25012
93.0996,0.243394
93.1279,0.265386
93.1729,0.257638
93.2221,0.242023
93.2618,0.247467
93.2751,0.245487
93.3372,0.24564
93.3999,0.233845
93.4756,0.23512
93.5328,0.257383
93.5719,0.238344
93.6118,0.257079
93.6133,0.228579
93.6388,0.255829
93.6391,0.253415
93.6401,0.244843
93.6491,0.248813
93.7303,0.24861
93.7341,0.23912
93.8682,0.222679
94.0014,0.237351
94.0028,0.248346
94.0053,0.249498
94.0191,0.253634
94.0763,0.22244
94.1032,0.248526
94.1134,0.242632
94.1152,0.236233
94.135,0.246121
94.2037,0.255583
94.2122,0.253996
94.271,0.244109
94.3626,0.241304
94.401,0.23889
94.4444,0.25413
94.5819,0.261608
94.6033,0.248443
94.622,0.250147
94.6635,0.252728
94.6727,0.249827
94.708,0.242828
94.7365,0.254418
94.7407,0.241478
94.7679,0.253621
94.7814,0.241284
94.7933,0.257367
94.8573,0.259508
94.873,0.241021
94.9155,0.244201
94.9218,0.248644
94.9544,0.254163
94.9786,0.234071
94.9808,0.262846
95.0083,0.240637
95.0136,0.251697
95.0418,0.249967
95.0514,0.242459
95.1895,0.235602
95.2108,0.227347
95.2685,0.25847
95.3551,0.248239
95.3755,0.247184
95.4502,0.242634
95.4812,0.261779
95.5117,0.22817
95.5804,0.237047
95.6183,0.255363
95.644,0.253743
95.6659,0.239915
95.7233,0.266143
95.7574,0.240008
95.7873,0.249164
95.8116,0.246552
95.8652,0.245182
96.0241,0.249804
96.0837,0.223855
96.0854,0.244441
96.1185,0.275614
96.2096,0.249524
96.2401,0.244376
96.2667,0.232443
96.2723,0.21623
96.2784,0.250905
96.3053,0.253996
96.3082,0.252925
96.3537,0.249536
96.391,0.253942
96.461,0.24828
96.475,0.246091
96.4859,0.239619
96.4986,0.242526
96.5424,0.255215
96.5454,0.249642
96.5532,0.241001
96.5641,0.244224
96.5645,0.236552
96.6236,0.249896
96.7283,0.23965
96.7593,0.253734
96.7599,0.246951
96.8017,0.253163
96.8591,0.256284
96.8869,0.25065
96.8975,0.240074
96.9345,0.243882
97.1319,0.242392
97.1545,0.256736
97.2239,0.252388
97.2482,0.230271
97.2883,0.242934
97.2897,0.235038
97.2951,0.244368
97.3081,0.231859
97.4393,0.251542
97.4427,0.2586
97.5424,0.249482
97.5431,0.252634
97.605,0.254211
97.645,0.269005
97.6475,0.231749
97.6536,0.236689
97.6793,0.23856
97.7453,0.241137
97.8018,0.242829
97.8217,0.257545
97.849,0.25851
97.8717,0.254799
97.8818,0.258578
97.8942,0.237495
97.9254,0.240964
97.9561,0.247953
97.9644,0.227972
98.0429,0.230901
98.0916,0.255227
98.114,0.243846
98.1253,0.254021
98.1912,0.22233
98.2249,0.251989
98.2286,0.244836
98.2383,0.242959
98.2604,0.258806
98.3324,0.255031
98.597,0.250537
98.6111,0.246997
98.6185,0.235798
98.6218,0.247285
98.6834,0.255647
98.7041,0.240898
98.7514,0.260406
98.8225,0.241944
98.8286,0.225237
98.9023,0.216918
98.9404,0.247416
98.944,0.248929
98.9702,0.255241
98.9758,0.252675
99.0547,0.24952
99.1709,0.251589
99.2609,0.25574
99.2675,0.25072
99.3282,0.238347
99.4032,0.240873
99.4067,0.252874
99.4306,0.245946
99.5515,0.260743
99.5583,0.239753
99.653,0.256194
99.6639,0.242461
99.6673,0.236551
99.6719,0.24615
99.6954,0.246993
99.7099,0.236991
99.725,0.243607
99.7589,0.250833
99.7947,0.252819
99.796,0.250849
99.9203,0.239809
99.9419,0.233338
99.9654,0.24785
99.9886,0.245409
100.066,0.244436
100.118,0.245975
100.291,0.238285
100.351,0.22256
100.418,0.239741
100.458,0.246541
100.564,0.243175
100.607,0.237546
100.659,0.246771
100.71,0.240281
100.778,0.250226
100.865,0.254171
100.873,0.246026
100.907,0.239587
101.046,0.247858
101.058,0.24084
101.12,0.253547
101.166,0.220625
101.182,0.262542
101.193,0.238377
101.199,0.24245
101.213,0.23263
101.321,0.252775
101.323,0.247735
101.339,0.242372
101.446,0.255284
101.502,0.254547
101.533,0.240284
101.648,0.23377
101.712,0.260658
101.761,0.254432
101.796,0.232627
101.803,0.239668
101.821,0.232304
101.875,0.25003
101.897,0.247852
101.91,0.241389
101.921,0.237847
101.939,0.257805
101.985,0.255565
101.989,0.259856
101.994,0.256881
102.107,0.254266
102.166,0.24937
102.213,0.248757
102.236,0.245277
102.298,0.261638
102.303,0.244202
102.328,0.257271
102.384,0.238053
102.404,0.241908
102.51,0.253136
102.537,0.25345
102.56,0.260124
102.586,0.235337
102.72,0.242757
102.721,0.242784
102.756,0.253975
102.856,0.246776
102.869,0.247718
103.002,0.249866
103.004,0.261954
103.009,0.256062
103.075,0.24967
103.09,0.24509
103.165,0.243421
103.232,0.243536
103.312,0.236523
103.356,0.233223
103.459,0.239459
103.477,0.253861
103.478,0.240313
103.507,0.264291
103.587,0.239475
103.631,0.248457
103.655,0.239028
103.694,0.219003
103.717,0.238206
103.763,0.237983
103.782,0.229575
103.819,0.248858
103.83,0.254515
103.976,0.23134
104.16,0.238784
104.192,0.258121
104.223,0.241426
104.238,0.248271
104.255,0.245637
104.292,0.251741
104.349,0.253445
104.408,0.24732
104.41,0.245354
104.413,0.226301
104.428,0.22942
104.453,0.238242
104.616,0.246461
104.687,0.22911
104.694,0.244847
104.8,0.237627
104.896,0.240224
104.897,0.249868
105.045,0.258845
105.065,0.24595
105.073,0.268804
105.112,0.236228
105.156,0.231791
105.194,0.240988
105.252,0.244811
105.308,0.245383
105.345,0.242164
105.354,0.242433
105.411,0.25923
105.575,0.250136
105.671,0.222819
105.753,0.252135
105.844,0.256295
105.887,0.254867
105.95,0.236167
105.972,0.248113
106.02,0.251651
106.028,0.233457
106.082,0.237495
106.111,0.243399
106.245,0.214158
106.311,0.25314
106.475,0.256212
106.492,0.229752
106.499,0.252104
106.503,0.222541
106.516,0.24393
106.558,0.247252
106.596,0.245926
106.634,0.244408
106.647,0.246725
106.773,0.256716
106.859,0.238441
106.894,0.248218
107.001,0.252926
107.003,0.237679
107.065,0.241843
107.08,0.249861
107.102,0.255993
107.118,0.233977
107.147,0.228988
107.26,0.245605
107.298,0.247568
107.362,0.237877
107.381,0.237699
107.393,0.252255
107.534,0.227971
107.559,0.24775
107.597,0.235426
107.625,0.250887
107.757,0.23593
107.774,0.25144
107.851,0.245353
107.887,0.245657
107.891,0.249914
107.9,0.24867
107.912,0.227055
108.014,0.252655
108.062,0.256598
108.071,0.240465
108.34,0.223311
108.342,0.26223
108.441,0.24754
108.466,0.245712
108.518,0.249144
108.623,0.252696
108.645,0.234885
108.699,0.226631
108.711,0.257172
108.817,0.258769
108.836,0.249113
108.921,0.265216
108.928,0.245139
108.942,0.258789
108.988,0.240547
109.077,0.253943
109.086,0.234884
109.169,0.253242
109.187,0.240147
109.305,0.254293
109.353,0.247444
109.415,0.248262
109.475,0.233836
109.529,0.265603
109.564,0.249556
109.649,0.266342
109.681,0.22727
109.685,0.241164
109.764,0.240794
109.77,0.237741
109.807,0.248442
109.864,0.247933
109.871,0.264176
109.896,0.257533
109.958,0.249319
110.027,0.238075
110.105,0.251519
110.145,0.243377
110.167,0.262086
110.246,0.24675
110.267,0.23893
110.292,0.241229
110.354,0.253253
110.376,0.232863
110.397,0.235579
110.397,0.240627
110.409,0.243449
110.45,0.242502
110.547,0.260259
110.571,0.237309
110.6,0.246688
110.656,0.226736
110.778,0.251887
110.968,0.253674
111,0.231122
111.008,0.226185
111.071,0.253265
111.073,0.236752
111.096,0.23169
111.16,0.257863
111.204,0.217311
111.267,0.227791
111.43,0.246866
111.438,0.22886
111.451,0.242836
111.51,0.250408
111.527,0.243893
111.553,0.238231
111.567,0.249236
111.604,0.247517
111.769,0.243251
111.788,0.256963
111.857,0.260093
111.96,0.253076
112.141,0.245269
112.309,0.241453
112.381,0.240268
112.4,0.246721
112.435,0.253144
112.44,0.236562
112.442,0.233396
112.452,0.225346
112.465,0.229163
112.481,0.249947
112.49,0.241689
112.544,0.245271
112.627,0.269817
112.688,0.236403
112.715,0.230072
112.779,0.240505
112.792,0.254321
112.919,0.250222
112.93,0.239715
112.946,0.238577
112.974,0.245883
112.99,0.24676
113.039,0.224781
113.169,0.228113
113.188,0.234369
113.246,0.254657
113.401,0.24521
113.469,0.254517
113.474,0.234873
113.489,0.24968
113.576,0.245227
113.581,0.254948
113.588,0.205219
113.669,0.230848
113.709,0.243901
113.802,0.248265
113.807,0.26383
113.833,0.26294
113.877,0.236699
113.897,0.254124
113.9,0.252764
114.02,0.246615
114.021,0.244005
114.038,0.246625
114.114,0.232178
114.155,0.245709
114.162,0.253374
114.265,0.245951
114.313,0.214568
114.362,0.248281
114.364,0.237175
114.514,0.251307
114.628,0.243624
114.667,0.249193
114.674,0.228379
114.68,0.241524
114.75,0.239314
114.772,0.252583
114.883,0.264287
114.919,0.249342
115.075,0.2602
115.179,0.236722
115.354,0.258307
115.361,0.248565
115.548,0.23918
115.586,0.256303
115.588,0.227402
115.641,0.223451
115.645,0.245082
115.656,0.252836
115.676,0.239176
115.705,0.226186
115.716,0.244439
115.755,0.246491
115.839,0.233191
115.927,0.231065
115.951,0.246322
115.955,0.248944
115.976,0.240354
116.168,0.237781
116.18,0.240824
116.228,0.227888
116.325,0.242607
116.337,0.24588
116.342,0.24596
116.364,0.235192
116.369,0.25871
116.369,0.235192
116.438,0.253999
116.542,0.253483
116.551,0.227347
116.574,0.254108
116.589,0.243347
116.59,0.256472
116.599,0.253271
116.636,0.24454
116.676,0.217153
116.689,0.235524
116.739,0.245275
116.783,0.242876
116.821,0.243432
116.835,0.231098
116.914,0.249721
116.93,0.276357
117.039,0.239435
117.078,0.234386
117.112,0.24085
117.127,0.250916
117.135,0.228758
117.207,0.239621
117.254,0.233381
117.286,0.237677
117.353,0.238542
117.359,0.245827
117.417,0.249224
117.427,0.25572
117.47,0.235742
117.476,0.23682
117.501,0.240261
117.505,0.243892
117.525,0.225127
117.611,0.23166
117.627,0.252886
117.639,0.237472
117.652,0.238299
117.686,0.246489
117.716,0.240136
117.745,0.253527
117.79,0.238309
117.803,0.248306
117.833,0.246908
118.001,0.244862
118.046,0.241272
118.064,0.275187
118.175,0.242426
118.205,0.239851
118.219,0.23515
118.227,0.235026
118.274,0.225721
118.287,0.258616
118.364,0.242807
118.366,0.255274
118.385,0.252478
118.396,0.228107
118.414,0.247321
118.437,0.246829
118.459,0.243141
118.527,0.243585
118.679,0.227673
118.781,0.240601
118.832,0.24497
118.858,0.231676
118.946,0.237749
119.084,0.254442
119.124,0.220375
119.148,0.251064
119.182,0.230961
119.221,0.248546
119.223,0.239369
119.242,0.247308
119.258,0.226257
119.292,0.253839
119.302,0.233471
119.355,0.23184
119.376,0.246414
119.42,0.257436
119.454,0.232802
119.465,0.243032
119.563,0.254734
119.586,0.243754
119.703,0.223021
119.787,0.251158
119.842,0.252779
119.888,0.235607
119.943,0.237054
120,0.257712
120.097,0.251716
120.129,0.251387
120.259,0.228708
120.3,0.255759
120.32,0.239763
120.397,0.24101
120.479,0.250953
120.612,0.239196
120.781,0.229445
120.799,0.235883
120.807,0.256023
120.82,0.234803
120.856,0.231737
120.882,0.257134
120.931,0.246474
120.976,0.251683
120.992,0.241672
121.09,0.236997
121.097,0.208579
121.129,0.247848
121.188,0.245197
121.281,0.228861
121.297,0.221074
121.315,0.238332
121.338,0.263431
121.35,0.237888
121.354,0.231647
121.382,0.241039
121.418,0.251201
121.54,0.24918
121.58,0.236092
121.602,0.238549
121.618,0.237262
121.619,0.269343
121.653,0.245835
121.655,0.238483
121.682,0.245543
121.698,0.221062
121.709,0.237937
121.733,0.239046
121.777,0.238179
121.816,0.226431
121.845,0.269268
121.881,0.210727
121.899,0.231352
122.035,0.240011
122.185,0.246748
122.239,0.254963
122.251,0.239323
122.275,0.241305
122.293,0.246626
122.315,0.215963
122.351,0.242776
122.464,0.248739
122.591,0.237441
122.727,0.24341
122.762,0.229053
122.765,0.225578
122.791,0.245176
122.833,0.2418
122.884,0.215822
122.912,0.243322
122.985,0.234614
123.011,0.23742
123.143,0.248349
123.275,0.253488
123.31,0.239153
123.327,0.243171
123.333,0.23914
123.353,0.241193
123.356,0.246342
123.435,0.242326
123.534,0.253679
123.653,0.243902
123.655,0.2447
123.707,0.220622
123.722,0.271662
123.789,0.243954
123.854,0.245402
123.937,0.246206
123.957,0.246433
123.977,0.23699
123.979,0.205298
124.041,0.247069
124.055,0.237443
124.179,0.235339
124.256,0.236872
124.304,0.256592
124.326,0.236452
124.366,0.236285
124.499,0.231109
124.573,0.208884
124.658,0.230418
124.805,0.262778
124.814,0.256704
124.841,0.220879
124.862,0.248858
124.866,0.228026
124.877,0.251483
125.02,0.243203
125.099,0.241556
125.104,0.231627
125.141,0.240192
125.335,0.226179
125.343,0.22785
125.344,0.236693
125.446,0.236595
125.472,0.238251
125.488,0.240029
125.51,0.236996
125.554,0.255197
125.576,0.241194
125.612,0.224313
125.716,0.227195
125.827,0.244355
125.922,0.247555
126.012,0.244066
126.038,0.234812
126.082,0.229372
126.153,0.255504
126.158,0.230266
126.207,0.229566
126.219,0.253129
126.376,0.227116
126.44,0.243648
126.516,0.225139
126.549,0.241106
126.678,0.264088
126.685,0.233163
126.743,0.203082
126.747,0.218166
126.837,0.238641
126.893,0.254142
126.939,0.255001
126.964,0.247047
126.978,0.229494
127.016,0.238367
127.047,0.243826
127.072,0.226648
127.107,0.261337
127.136,0.226322
127.146,0.234462
127.307,0.254923
127.334,0.247189
127.376,0.237649
127.394,0.243042
127.403,0.243713
127.57,0.254681
127.602,0.255266
127.61,0.212019
127.641,0.25479
127.775,0.248684
127.775,0.239554
127.837,0.241724
127.863,0.221655
127.872,0.245977
128,0.258817
128.044,0.247612
128.21,0.244604
128.225,0.244486
128.25,0.256735
128.375,0.236779
128.385,0.230134
128.39,0.249689
128.416,0.239825
128.658,0.233732
128.668,0.238916
128.68,0.239314
128.684,0.237997
128.704,0.240867
128.737,0.224135
128.821,0.239151
128.848,0.241568
128.854,0.262173
128.858,0.252664
128.994,0.243866
128.997,0.232183
129.02,0.245711
129.033,0.223181
129.05,0.245275
129.185,0.226993
129.193,0.253761
129.214,0.241503
129.257,0.271638
129.264,0.251246
129.34,0.240572
129.355,0.241355
129.363,0.244905
129.399,0.239656
129.421,0.244304
129.469,0.252506
129.489,0.233683
129.501,0.234442
129.557,0.247906
129.653,0.258857
129.745,0.251602
129.782,0.237592
129.912,0.218761
129.946,0.217993
129.963,0.25785
130.028,0.240464
130.149,0.242602
130.155,0.240034
130.196,0.241474
130.206,0.230423
130.214,0.234159
130.232,0.227424
130.233,0.264867
130.424,0.24849
130.514,0.234864
130.577,0.2283
130.596,0.231134
130.734,0.217648
130.739,0.2351
130.788,0.240152
130.82,0.262405
130.821,0.227402
130.845,0.239949
130.912,0.237602
130.996,0.254179
131.09,0.246177
131.105,0.255952
131.154,0.236328
131.187,0.227971
131.194,0.258946
131.236,0.246488
131.264,0.233197
131.277,0.243574
131.305,0.239652
131.34,0.242849
131.358,0.220473
131.386,0.221785
131.404,0.211473
131.462,0.236159
131.467,0.241384
131.484,0.25938
131.502,0.222797
131.597,0.223491
131.666,0.23589
131.734,0.23167
131.765,0.228078
131.78,0.231967
131.803,0.222152
131.883,0.241383
131.897,0.22912
131.918,0.256043
131.997,0.25155
132.046,0.254067
132.126,0.241343
132.218,0.253451
132.226,0.244126
132.284,0.231914
132.301,0.24343
132.413,0.247648
132.616,0.233087
132.618,0.233075
132.64,0.234225
132.671,0.238807
132.672,0.217817
132.996,0.235529
133.093,0.240212
133.097,0.22969
133.134,0.239396
133.209,0.23123
133.366,0.252806
133.441,0.257098
133.45,0.244652
133.754,0.24777
133.756,0.258749
133.889,0.235997
133.934,0.253566
133.937,0.247632
134.034,0.244352
134.081,0.237346
134.097,0.230512
134.206,0.232562
134.291,0.236557
134.43,0.25531
134.448,0.238381
134.459,0.246928
134.523,0.251772
134.538,0.253251
134.602,0.264323
134.643,0.232651
134.649,0.228062
134.673,0.236693
134.777,0.227639
134.849,0.248761
134.867,0.237626
134.897,0.248543
134.956,0.245305
134.956,0.221061
134.981,0.24129
134.996,0.257304
135.047,0.243301
135.056,0.231053
135.088,0.239177
135.147,0.246377
135.172,0.251999
135.305,0.243384
135.334,0.232698
135.379,0.236178
135.412,0.249452
135.416,0.21048
135.429,0.232073
135.662,0.254779
135.79,0.256289
135.81,0.207972
135.861,0.229162
136.059,0.237648
136.183,0.218993
136.206,0.225472
136.217,0.256997
136.266,0.247321
136.29,0.24257
136.323,0.253791
136.34,0.245404
136.388,0.249627
136.513,0.227702
136.526,0.202902
136.529,0.248919
136.678,0.254069
136.678,0.233981
136.708,0.226043
136.819,0.211566
137.063,0.230606
137.095,0.236925
137.119,0.254552
137.16,0.239691
137.199,0.242991
137.214,0.243925
137.225,0.209066
137.261,0.255968
137.281,0.197755
137.311,0.240519
137.384,0.238003
137.448,0.231648
137.473,0.260781
137.578,0.236362
137.659,0.234946
137.677,0.199717
137.723,0.237862
137.748,0.240724
137.76,0.242823
137.813,0.23885
137.821,0.226194
137.869,0.236708
137.879,0.236996
137.909,0.254549
137.912,0.260895
137.917,0.277021
137.952,0.246827
137.975,0.256935
137.99,0.241545
138.024,0.234331
138.091,0.240005
138.194,0.235077
138.195,0.219915
138.244,0.291021
138.313,0.228694
138.372,0.249852
138.427,0.245335
138.459,0.222712
138.478,0.239006
138.54,0.224883
138.555,0.233158
138.581,0.249074
138.676,0.248345
138.705,0.235202
138.721,0.246474
138.765,0.239487
138.799,0.23307
138.809,0.226843
138.86,0.235765
138.937,0.241122
139.036,0.224494
139.094,0.232241
139.097,0.229373
139.322,0.257689
139.347,0.242373
139.42,0.237401
139.429,0.22346
139.43,0.235862
139.432,0.235268
139.508,0.216198
139.579,0.256344
139.663,0.247269
139.669,0.252228
139.699,0.244339
139.813,0.242792
139.82,0.219439
139.852,0.228281
139.857,0.245651
139.874,0.201434
139.883,0.258838
139.894,0.244672
139.894,0.235971
139.923,0.244726
140.133,0.238294
140.143,0.246195
140.207,0.236507
140.262,0.218698
140.418,0.236136
140.482,0.235367
140.502,0.214717
140.591,0.249742
140.614,0.258676
140.631,0.253696
140.676,0.276353
140.772,0.239176
140.773,0.242893
140.776,0.236862
140.843,0.248909
140.861,0.252697
140.921,0.219399
141.039,0.256034
141.094,0.238147
141.236,0.248442
141.42,0.26201
141.42,0.252548
141.422,0.239766
141.501,0.214702
141.516,0.239764
141.544,0.208876
141.563,0.243375
141.585,0.244377
141.639,0.242475
141.677,0.23476
141.692,0.257779
141.735,0.238763
141.859,0.237392
141.873,0.247789
141.917,0.25434
142.024,0.229882
142.067,0.221139
142.073,0.237912
142.117,0.258933
142.162,0.212573
142.166,0.209816
142.203,0.230886
142.209,0.257242
142.354,0.247839
142.364,0.257114
142.373,0.232079
142.377,0.23792
142.412,0.246538
142.507,0.246366
142.517,0.249057
142.551,0.22863
142.62,0.244164
142.622,0.222437
142.624,0.232096
142.641,0.225796
142.714,0.267121
142.774,0.230066
142.802,0.23926
142.827,0.214618
142.971,0.221999
142.985,0.228543
143.075,0.264548
143.144,0.240501
143.155,0.24667
143.253,0.240457
143.342,0.235166
143.347,0.246488
143.396,0.251815
143.399,0.237491
143.415,0.241725
143.418,0.256006
143.437,0.239056
143.486,0.266137
143.524,0.230401
143.534,0.251085
143.664,0.220591
143.771,0.236311
143.787,0.246292
143.788,0.221021
143.917,0.225435
143.948,0.220479
144.028,0.247797
144.2,0.251135
144.26,0.242989
144.274,0.213011
144.275,0.225389
144.293,0.23906
144.335,0.249283
144.355,0.254596
144.355,0.202611
144.432,0.250727
144.481,0.246966
144.586,0.238488
144.633,0.264328
144.644,0.265306
144.651,0.246248
144.664,0.239859
144.68,0.268412
144.728,0.212612
144.774,0.254696
144.817,0.198917
144.872,0.235553
144.875,0.238487
144.937,0.251529
144.959,0.231607
144.994,0.238747
145.007,0.214279
145.028,0.241637
145.137,0.225629
145.145,0.235372
145.211,0.232392
145.234,0.251871
145.254,0.234089
145.265,0.235718
145.277,0.210383
145.322,0.235103
145.328,0.258741
145.417,0.222997
145.428,0.221265
145.512,0.23709
145.538,0.225584
145.634,0.251115
145.656,0.224603
145.762,0.219475
145.763,0.233012
145.852,0.256028
145.907,0.24121
145.927,0.18956
145.94,0.228968
145.972,0.229192
146.077,0.251394
146.111,0.243617
146.175,0.228521
146.475,0.22931
146.541,0.235889
146.581,0.242244
146.598,0.265951
146.617,0.232573
146.652,0.226218
146.73,0.23854
146.853,0.236307
146.911,0.23929
146.925,0.263079
146.944,0.243318
146.963,0.232833
147.096,0.2468
147.105,0.235982
147.175,0.242343
147.18,0.226299
147.196,0.244219
147.206,0.228544
147.266,0.227885
147.345,0.257263
147.393,0.254356
147.403,0.228148
147.528,0.227035
147.577,0.226684
147.601,0.252394
147.643,0.226566
147.659,0.2415
147.748,0.238031
147.757,0.263868
147.851,0.217984
147.883,0.235466
147.957,0.242722
147.972,0.231331
147.989,0.235461
148.003,0.241846
148.012,0.234782
148.092,0.213368
148.306,0.227232
148.308,0.234863
148.316,0.247949
148.343,0.232036
148.402,0.224704
148.439,0.241437
148.454,0.237886
148.622,0.25512
148.65,0.230453
148.71,0.249684
148.865,0.252889
148.897,0.257733
148.948,0.24514
148.983,0.231779
149.037,0.246313
149.054,0.241371
149.076,0.24719
149.083,0.219921
149.097,0.236622
149.229,0.219763
149.253,0.239895
149.274,0.244813
149.306,0.25401
149.322,0.219194
149.388,0.241318
149.463,0.257126
149.477,0.243635
149.629,0.22331
149.811,0.239906
149.85,0.230458
149.861,0.25091
149.911,0.229957
149.926,0.23745
149.968,0.219754
149.98,0.2096
150.023,0.195379
150.054,0.251186
150.118,0.236724
150.134,0.227257
150.201,0.206556
150.285,0.233011
150.299,0.241191
150.354,0.253054
150.378,0.248375
150.4,0.218274
150.564,0.231359
150.608,0.227113
150.716,0.282113
150.74,0.213965
150.755,0.237671
150.765,0.22645
150.886,0.226711
150.917,0.255328
150.961,0.234321
150.964,0.235818
151.09,0.232674
151.123,0.222381
151.173,0.245307
151.209,0.25812
151.226,0.273436
151.241,0.245488
151.259,0.261685
151.355,0.228406
151.416,0.23187
151.541,0.224171
151.569,0.229719
151.71,0.254836
151.722,0.237416
151.731,0.22797
151.734,0.228777
151.823,0.253935
151.844,0.262594
151.85,0.24891
151.877,0.261549
151.902,0.206866
151.928,0.235803
151.94,0.241649
152.068,0.218443
152.07,0.258303
152.074,0.248298
152.139,0.222902
152.139,0.266976
152.191,0.236755
152.209,0.232098
152.217,0.24581
152.272,0.247588
152.333,0.218824
152.364,0.24458
152.411,0.267144
152.427,0.248332
152.446,0.24299
152.481,0.214587
152.557,0.268968
152.602,0.221596
152.61,0.23737
152.632,0.248259
152.656,0.248684
152.657,0.236875
152.73,0.242932
152.847,0.227354
152.892,0.250981
152.925,0.22883
153.049,0.26934
153.062,0.264557
153.128,0.242292
153.204,0.219649
153.233,0.226
153.268,0.233616
153.323,0.220342
153.339,0.205206
153.367,0.227143
153.412,0.243311
153.425,0.239226
153.474,0.230057
153.552,0.231148
153.57,0.235136
153.669,0.226565
153.737,0.246111
153.854,0.237256
153.868,0.223823
153.903,0.262161
153.933,0.261716
154.1,0.215456
154.114,0.255767
154.192,0.249679
154.221,0.24988
154.234,0.222543
154.258,0.219038
154.341,0.209356
154.351,0.233708
154.389,0.23617
154.397,0.24836
154.403,0.266806
154.411,0.221673
154.507,0.246899
154.521,0.230371
154.579,0.256604
154.587,0.254342
154.621,0.264587
154.711,0.218094
154.726,0.239226
154.735,0.264621
154.818,0.244394
154.868,0.246775
154.906,0.238618
154.966,0.238521
154.967,0.261414
154.975,0.24093
155.11,0.210296
155.202,0.26448
155.212,0.231841
155.337,0.205056
155.351,0.238981
155.366,0.225834
155.367,0.241812
155.437,0.255189
155.555,0.244862
155.603,0.231314
155.609,0.23319
155.667,0.245964
155.818,0.261829
155.89,0.231113
155.905,0.231144
155.959,0.209655
155.988,0.232107
156.047,0.199951
