conc,D/A
156.049,0.247168
156.136,0.237346
156.147,0.244084
156.198,0.240556
156.201,0.254995
156.248,0.268733
156.377,0.23979
156.514,0.254032
156.651,0.251375
156.735,0.22184
156.866,0.226783
156.957,0.243179
156.985,0.210347
157.055,0.222735
157.091,0.229804
157.139,0.250148
157.283,0.226276
157.327,0.226686
157.386,0.249915
157.452,0.250802
157.552,0.235508
157.626,0.248249
157.642,0.218985
157.671,0.217111
157.776,0.244801
157.831,0.252147
157.846,0.21768
157.878,0.223868
157.886,0.232492
157.89,0.248877
157.893,0.231119
157.935,0.221874
157.997,0.238159
158.073,0.256365
158.165,0.248538
158.3,0.234594
158.305,0.238702
158.342,0.208187
158.364,0.226567
158.369,0.236326
158.399,0.235691
158.443,0.221254
158.501,0.213157
158.603,0.263659
158.615,0.237981
158.624,0.266501
158.675,0.234568
158.748,0.218607
158.768,0.226869
158.814,0.232559
158.815,0.251913
158.845,0.239167
158.846,0.235269
158.861,0.234885
158.864,0.247413
158.882,0.243944
158.914,0.233956
158.927,0.24152
158.952,0.219694
158.978,0.274158
159.034,0.232981
159.062,0.24899
159.07,0.21493
159.105,0.228673
159.128,0.216956
159.141,0.195214
159.18,0.239899
159.186,0.27462
159.287,0.214018
159.288,0.246374
159.325,0.236767
159.334,0.190202
159.353,0.216535
159.409,0.22913
159.442,0.250134
159.45,0.217521
159.492,0.224749
159.513,0.231923
159.59,0.238433
159.699,0.235809
159.718,0.246755
159.752,0.218296
159.778,0.229763
159.82,0.218725
159.868,0.250339
159.937,0.257042
160.044,0.244056
160.061,0.220968
160.107,0.245516
160.108,0.230267
160.212,0.264274
160.227,0.240877
160.231,0.198059
160.247,0.22832
160.401,0.234182
160.417,0.241003
160.427,0.249283
160.428,0.246847
160.49,0.250653
160.491,0.225745
160.525,0.20567
160.585,0.243947
160.616,0.205198
160.627,0.23557
160.633,0.216225
160.749,0.263198
160.789,0.258579
160.822,0.229457
160.831,0.23449
160.87,0.242071
160.943,0.227925
160.955,0.242738
160.981,0.238518
161.019,0.238841
161.075,0.252688
161.088,0.222893
161.163,0.229393
161.199,0.265129
161.212,0.236666
161.282,0.228487
161.282,0.240689
161.283,0.254271
161.283,0.227473
161.293,0.228827
161.307,0.253572
161.319,0.250131
161.365,0.225039
161.37,0.218538
161.422,0.223334
161.454,0.25738
161.722,0.245135
161.731,0.225567
161.83,0.227801
161.866,0.231249
162.008,0.229605
162.051,0.25073
162.1,0.221487
162.126,0.222643
162.133,0.238602
162.169,0.228062
162.292,0.247503
162.299,0.228179
162.325,0.244225
162.352,0.278864
162.362,0.248006
162.362,0.27451
162.457,0.222234
162.47,0.223032
162.497,0.228325
162.675,0.261395
162.69,0.230378
162.712,0.224306
162.782,0.248095
162.938,0.251535
162.996,0.238638
163.006,0.231182
163.02,0.259798
163.1,0.235763
163.154,0.232999
163.163,0.240495
163.205,0.238219
163.254,0.241919
163.347,0.250998
163.427,0.248389
163.479,0.20882
163.511,0.258265
163.605,0.262373
163.67,0.216722
163.689,0.225306
163.718,0.231011
163.762,0.228888
163.789,0.20988
163.795,0.211012
163.866,0.226328
163.917,0.24994
163.945,0.225317
164.019,0.271914
164.027,0.243712
164.052,0.24397
164.13,0.238049
164.13,0.262856
164.216,0.238882
164.25,0.209801
164.294,0.234541
164.361,0.254732
164.476,0.226052
164.612,0.244288
164.63,0.258552
164.667,0.22544
164.72,0.249403
164.782,0.218035
164.817,0.237083
164.849,0.258457
164.875,0.234181
164.965,0.227321
164.98,0.242557
165.05,0.233991
165.065,0.228782
165.074,0.243891
165.13,0.232272
165.172,0.260187
165.212,0.233357
165.253,0.236554
165.261,0.254282
165.271,0.233337
165.295,0.260431
165.328,0.244696
165.343,0.217244
165.344,0.258219
165.403,0.237931
165.46,0.26416
165.574,0.215023
165.587,0.241738
165.641,0.228934
165.702,0.225914
165.724,0.220016
165.773,0.218091
165.805,0.225156
165.867,0.220374
165.875,0.244062
165.88,0.236198
165.946,0.219452
165.954,0.226809
165.955,0.205329
166.068,0.236309
166.07,0.243662
166.172,0.208358
166.277,0.233645
166.497,0.224862
166.587,0.254778
166.634,0.243226
166.665,0.234367
166.702,0.234728
166.711,0.245408
166.789,0.219397
166.895,0.243472
166.897,0.269142
166.922,0.246683
166.974,0.244463
166.985,0.228848
167.019,0.203425
167.02,0.262629
167.067,0.242469
167.107,0.214033
167.135,0.215905
167.267,0.231981
167.309,0.23928
167.31,0.209355
167.313,0.25289
167.374,0.198168
167.378,0.237665
167.384,0.24011
167.402,0.24994
167.409,0.25116
167.413,0.219871
167.592,0.235541
167.61,0.222636
167.672,0.246317
167.672,0.201678
167.781,0.269118
167.789,0.222967
167.831,0.232995
167.868,0.212436
167.904,0.233397
167.931,0.223596
167.951,0.22992
167.966,0.265887
167.984,0.221327
168.016,0.245319
168.048,0.237265
168.106,0.224085
168.247,0.24354
168.34,0.219578
168.378,0.22755
168.41,0.216472
168.432,0.243827
168.446,0.234813
168.47,0.250417
168.616,0.228575
168.666,0.263596
168.755,0.265146
168.775,0.226887
168.848,0.212364
168.849,0.254706
168.944,0.226669
169.08,0.246977
169.115,0.264625
169.135,0.276723
169.234,0.219613
169.242,0.230077
169.253,0.226558
169.257,0.25582
169.315,0.226638
169.349,0.229748
169.361,0.240419
169.43,0.256306
169.458,0.226401
169.508,0.234214
169.616,0.237656
169.716,0.277467
169.76,0.232294
169.809,0.236592
169.847,0.227488
169.862,0.235669
169.908,0.202813
169.966,0.230719
170.002,0.245425
170.006,0.255001
170.024,0.22963
170.029,0.214953
170.052,0.221016
170.089,0.209075
170.105,0.220654
170.113,0.248461
170.116,0.25922
170.163,0.236754
170.26,0.219056
170.299,0.216935
170.336,0.242226
170.378,0.238651
170.389,0.207642
170.409,0.196009
170.43,0.229699
170.441,0.237103
170.593,0.230902
170.605,0.220006
170.618,0.242268
170.652,0.24142
170.656,0.268257
170.8,0.218372
170.82,0.234887
170.873,0.244152
170.879,0.20242
170.921,0.236538
170.961,0.235044
170.996,0.230892
171.072,0.219944
171.136,0.22799
171.164,0.247945
171.211,0.245606
171.229,0.242828
171.24,0.202523
171.306,0.227562
171.333,0.229655
171.334,0.206404
171.341,0.241156
171.342,0.195742
171.394,0.227252
171.477,0.241261
171.499,0.22904
171.548,0.243013
171.55,0.229691
171.559,0.194607
171.567,0.229021
171.738,0.233652
171.8,0.206243
171.802,0.270084
171.823,0.229035
171.912,0.227265
172.008,0.25026
172.038,0.224927
172.121,0.234875
172.173,0.238254
172.207,0.229142
172.275,0.251396
172.29,0.223846
172.306,0.244481
172.35,0.22526
172.38,0.236217
172.397,0.240641
172.444,0.231536
172.555,0.22734
172.573,0.244008
172.617,0.226286
172.639,0.232833
172.644,0.277803
172.743,0.262363
172.795,0.266193
172.818,0.264658
172.852,0.264879
172.878,0.24565
172.881,0.231706
172.894,0.240488
172.912,0.227369
172.952,0.218269
172.954,0.245731
172.984,0.260398
173.085,0.234525
173.105,0.224566
173.212,0.245175
173.241,0.242506
173.258,0.240208
173.281,0.214136
173.325,0.234158
173.342,0.268075
173.354,0.220762
173.408,0.2424
173.518,0.245892
173.543,0.228178
173.546,0.249468
173.577,0.240108
173.676,0.224249
173.846,0.237984
173.869,0.245183
173.887,0.240231
173.938,0.227933
173.965,0.2004
173.968,0.250094
173.992,0.254483
174.061,0.259788
174.128,0.230693
174.143,0.278791
174.178,0.255529
174.249,0.214202
174.264,0.235374
174.381,0.231842
174.44,0.22466
174.467,0.249784
174.473,0.227353
174.554,0.235668
174.564,0.242826
174.595,0.24187
174.629,0.233656
174.693,0.232592
174.724,0.233092
174.755,0.25077
174.761,0.227225
174.82,0.239372
174.984,0.239421
175.088,0.230868
175.12,0.226963
175.127,0.235347
175.166,0.217666
175.187,0.241578
175.293,0.286508
175.345,0.224771
175.364,0.223183
175.424,0.201378
175.515,0.237783
175.522,0.250029
175.544,0.247669
175.591,0.234448
175.604,0.233327
175.734,0.230239
175.769,0.219777
175.79,0.22808
175.822,0.248734
175.84,0.256945
175.846,0.222062
175.904,0.270633
175.941,0.222165
175.975,0.25838
176.064,0.20276
176.091,0.253426
176.172,0.249286
176.272,0.196487
176.339,0.243284
176.379,0.248892
176.382,0.242269
176.431,0.200706
176.462,0.235554
176.482,0.236374
176.512,0.233981
176.58,0.2237
176.655,0.249146
176.692,0.212235
176.828,0.222954
176.86,0.262091
176.861,0.243225
176.928,0.236002
177.01,0.227491
177.017,0.220357
177.025,0.245391
177.039,0.247152
177.048,0.242634
177.094,0.266228
177.097,0.268638
177.125,0.263937
177.134,0.208455
177.183,0.213823
177.266,0.242193
177.279,0.199975
177.289,0.208081
177.346,0.262828
177.346,0.21458
177.403,0.213722
177.458,0.264225
177.483,0.255913
177.507,0.238262
177.553,0.230394
177.608,0.244843
177.646,0.259113
177.656,0.230638
177.676,0.252839
177.682,0.237602
177.746,0.282377
177.797,0.229815
177.804,0.24866
177.846,0.203971
178.032,0.245569
178.123,0.217115
178.149,0.22603
178.165,0.231736
178.217,0.209917
178.223,0.217749
178.231,0.224164
178.252,0.260979
178.322,0.231964
178.347,0.238997
178.354,0.209052
178.403,0.243937
178.54,0.220761
178.581,0.250979
178.584,0.24841
178.596,0.238717
178.603,0.22248
178.669,0.239114
178.727,0.218145
178.734,0.236609
178.775,0.23119
178.843,0.220032
178.889,0.231109
178.892,0.221862
178.895,0.255561
179.058,0.225259
179.072,0.259282
179.075,0.223169
179.076,0.249882
179.08,0.233352
179.133,0.229456
179.141,0.239906
179.167,0.231232
179.238,0.251578
179.279,0.224621
179.326,0.233334
179.402,0.223067
179.431,0.206781
179.457,0.257287
179.462,0.275749
179.503,0.231662
179.624,0.255942
179.632,0.221203
179.711,0.242613
179.744,0.236337
179.747,0.239159
179.759,0.218558
179.768,0.259566
179.811,0.261506
179.857,0.206113
179.879,0.211228
179.914,0.245997
179.956,0.23
179.957,0.243787
179.958,0.244164
180.018,0.255343
180.161,0.219477
180.208,0.263028
180.259,0.21975
180.312,0.265947
180.315,0.231837
180.344,0.243728
180.529,0.209924
180.632,0.225684
180.643,0.234187
180.646,0.255531
180.721,0.246403
180.773,0.245119
180.779,0.228151
180.9,0.245562
180.929,0.212458
180.929,0.238248
181.04,0.24377
181.076,0.256688
181.077,0.202401
181.078,0.24056
181.082,0.233739
181.113,0.267708
181.115,0.231354
181.117,0.256566
181.147,0.255604
181.179,0.186598
181.223,0.217055
181.227,0.276823
181.304,0.254826
181.319,0.240461
181.346,0.179148
181.375,0.223408
181.405,0.209535
181.446,0.217933
181.589,0.251386
181.607,0.230887
181.629,0.267177
181.666,0.235581
181.813,0.242634
181.833,0.221539
181.928,0.229088
182.021,0.233165
182.104,0.22454
182.122,0.25665
182.199,0.256594
182.208,0.230831
182.209,0.252573
182.231,0.256802
182.239,0.232814
182.284,0.248892
182.401,0.206136
182.428,0.197915
182.447,0.238235
182.456,0.221967
182.567,0.227098
182.581,0.224558
182.602,0.21847
182.663,0.212758
182.674,0.217179
182.822,0.252452
182.871,0.235578
182.99,0.2342
183.117,0.259247
183.129,0.242457
183.184,0.202758
183.244,0.20243
183.346,0.211007
183.37,0.245397
183.466,0.243439
183.498,0.204103
183.539,0.205655
183.613,0.245652
183.725,0.244499
183.732,0.241765
183.785,0.269129
183.858,0.253888
183.955,0.240526
184.045,0.245993
184.106,0.264194
184.141,0.218983
184.23,0.23784
184.231,0.266187
184.236,0.224107
184.251,0.251787
184.288,0.241378
184.429,0.201677
184.442,0.285977
184.547,0.250057
184.56,0.243792
184.674,0.234004
184.688,0.268141
184.696,0.253807
184.711,0.212645
184.756,0.246127
184.77,0.249785
184.793,0.252952
184.817,0.245105
184.945,0.210247
184.982,0.229316
185.069,0.238476
185.11,0.19336
185.167,0.234105
185.222,0.260445
185.32,0.240156
185.339,0.240156
185.362,0.226993
185.48,0.237178
185.545,0.227207
185.602,0.241311
185.603,0.237414
185.611,0.228
185.662,0.253528
185.757,0.240991
185.777,0.218103
185.818,0.231261
185.843,0.239427
185.873,0.211301
186.091,0.230012
186.156,0.258249
186.244,0.20994
186.27,0.239326
186.304,0.256382
186.339,0.220344
186.35,0.250038
186.442,0.231107
186.444,0.221422
186.522,0.233845
186.64,0.253409
186.865,0.262217
186.907,0.167639
186.958,0.237333
187.07,0.224173
187.086,0.212285
187.112,0.258389
187.23,0.232456
187.279,0.274028
187.288,0.221657
187.331,0.215034
187.463,0.243519
187.568,0.21262
187.575,0.220837
187.586,0.240114
187.673,0.270064
187.679,0.242084
187.934,0.24357
187.981,0.251141
188.08,0.231893
188.136,0.242937
188.181,0.224156
188.203,0.217799
188.222,0.253349
188.26,0.231093
188.334,0.22686
188.346,0.242192
188.413,0.250613
188.481,0.233872
188.551,0.228474
188.581,0.206435
188.683,0.248759
188.713,0.255164
188.723,0.20431
188.723,0.218643
188.737,0.232963
188.865,0.206688
188.885,0.256366
188.889,0.285134
188.889,0.218558
188.915,0.226018
189.005,0.237046
189.028,0.225402
189.182,0.227404
189.313,0.261341
189.351,0.232124
189.482,0.228899
189.506,0.232995
189.551,0.231528
189.568,0.250799
189.615,0.259544
189.68,0.215865
189.717,0.225031
189.723,0.193705
189.745,0.245257
189.758,0.249159
189.762,0.222039
189.802,0.218855
189.824,0.205842
189.846,0.218983
189.909,0.246307
189.963,0.221459
190.144,0.27335
190.147,0.228165
190.189,0.233347
190.192,0.237303
190.197,0.24405
190.213,0.226276
190.267,0.251477
190.327,0.216851
190.361,0.260401
190.364,0.227706
190.397,0.270258
190.477,0.204667
190.487,0.236383
190.648,0.243325
190.666,0.203415
190.676,0.241941
190.752,0.255017
190.824,0.203543
190.844,0.234053
190.863,0.218619
190.978,0.241406
191.028,0.229515
191.043,0.249068
191.077,0.240014
191.219,0.267207
191.245,0.217247
191.252,0.254025
191.264,0.25699
191.302,0.218763
191.388,0.227032
191.396,0.275083
191.409,0.248569
191.507,0.231586
191.574,0.262332
191.7,0.248944
191.719,0.231666
191.73,0.271639
191.777,0.241835
191.781,0.211038
191.811,0.214498
191.864,0.2688
191.913,0.214964
191.96,0.224125
191.994,0.2145
192.031,0.248284
192.04,0.225703
192.184,0.254688
192.19,0.2171
192.218,0.266389
192.247,0.251276
192.342,0.239531
192.419,0.210169
192.443,0.207463
192.527,0.251047
192.537,0.200487
192.657,0.240874
192.69,0.241677
192.756,0.2088
192.776,0.207779
192.776,0.216091
192.883,0.233754
192.885,0.214236
192.982,0.226467
193.05,0.246937
193.089,0.234349
193.105,0.207639
193.137,0.249843
193.143,0.222369
193.182,0.255192
193.189,0.236125
193.204,0.211489
193.204,0.232923
193.254,0.263035
193.269,0.230377
193.336,0.24993
193.415,0.212871
193.45,0.222664
193.466,0.234754
193.586,0.248628
193.588,0.202787
193.633,0.25084
193.688,0.219118
193.768,0.254383
193.804,0.235962
193.84,0.237753
193.869,0.226766
193.903,0.228592
193.911,0.233542
193.941,0.255471
194.027,0.210105
194.027,0.231675
194.048,0.220613
194.112,0.196053
194.223,0.224938
194.384,0.222157
194.399,0.257194
194.436,0.236513
194.467,0.240158
194.57,0.247695
194.599,0.228699
194.604,0.268403
194.634,0.204837
194.656,0.203548
194.668,0.249158
194.693,0.195258
194.725,0.218194
194.794,0.200883
194.834,0.229472
194.853,0.265213
194.859,0.219471
194.964,0.255102
194.967,0.23054
195.054,0.206889
195.155,0.209016
195.163,0.257207
195.182,0.231286
195.23,0.250067
195.258,0.223097
195.292,0.26288
195.295,0.222861
195.331,0.284375
195.461,0.223939
195.483,0.207109
195.567,0.224834
195.662,0.206418
195.713,0.241792
195.717,0.232227
195.726,0.241465
195.767,0.235828
195.88,0.247276
195.881,0.235552
195.934,0.240271
195.965,0.231916
196.015,0.216989
196.097,0.215094
196.219,0.229861
196.322,0.220046
196.337,0.217368
196.369,0.236001
196.384,0.221819
196.488,0.215964
196.498,0.234984
196.523,0.212059
196.556,0.22875
196.568,0.19487
196.585,0.207279
196.587,0.233254
196.662,0.233162
196.668,0.242701
196.818,0.250987
196.864,0.232767
196.93,0.228111
196.95,0.24875
196.968,0.251744
196.97,0.250732
197.249,0.222068
197.3,0.207048
197.317,0.197649
197.586,0.221705
197.656,0.237882
197.715,0.2455
197.811,0.216971
197.823,0.267274
197.838,0.217665
197.884,0.242059
197.899,0.227002
197.902,0.204447
197.921,0.206069
197.934,0.187392
197.936,0.25876
197.95,0.239657
197.966,0.258958
197.967,0.238243
198.038,0.230771
198.136,0.245239
198.184,0.193951
198.212,0.242126
198.293,0.215156
198.311,0.235239
198.324,0.259546
198.414,0.240231
198.44,0.247415
198.474,0.238506
198.532,0.233111
198.563,0.264388
198.569,0.190991
198.6,0.237857
198.61,0.223083
198.681,0.199881
198.698,0.206526
198.74,0.21953
198.765,0.225655
198.957,0.240496
198.986,0.217819
199.03,0.252379
199.066,0.238072
199.075,0.242192
199.1,0.248516
199.124,0.222399
199.136,0.247403
199.169,0.206271
199.178,0.225169
199.196,0.246452
199.259,0.240671
199.314,0.239814
199.371,0.230917
199.421,0.223976
199.481,0.203885
199.557,0.23601
199.574,0.258947
199.659,0.240443
199.675,0.223763
199.698,0.230864
199.739,0.236796
199.74,0.240845
199.875,0.225421
199.96,0.216359
200.089,0.207157
200.112,0.23484
200.114,0.223322
200.151,0.259769
200.165,0.253137
200.186,0.257912
200.252,0.24404
200.278,0.215221
200.31,0.249973
200.367,0.237588
200.444,0.223603
200.467,0.267392
200.508,0.205699
200.542,0.269132
200.577,0.247298
200.617,0.207874
200.625,0.267262
200.641,0.242473
200.656,0.241952
200.721,0.219133
200.729,0.248908
200.73,0.23503
200.811,0.269543
200.848,0.222287
200.88,0.239706
200.911,0.249104
200.959,0.214825
200.97,0.215383
201.024,0.241189
201.072,0.240235
201.187,0.235998
201.191,0.174635
201.199,0.234441
201.245,0.239136
201.27,0.203819
201.304,0.270758
201.39,0.202955
201.424,0.218073
201.425,0.221695
201.444,0.231367
201.467,0.218924
201.526,0.235821
201.527,0.218593
201.569,0.204751
201.587,0.229211
201.592,0.227168
201.621,0.241944
201.626,0.22457
201.693,0.215845
201.704,0.247786
201.721,0.219574
201.774,0.203672
201.788,0.191968
201.79,0.255618
201.847,0.211202
201.882,0.185116
201.898,0.272891
201.936,0.254527
201.974,0.193871
202.048,0.26011
202.145,0.224688
202.151,0.234143
202.171,0.196012
202.286,0.221849
202.296,0.242461
202.359,0.256406
202.387,0.193634
202.403,0.245979
202.421,0.215335
202.48,0.193468
202.489,0.219399
202.516,0.211185
202.52,0.230009
202.523,0.208966
202.565,0.238903
202.589,0.223771
202.6,0.226736
202.648,0.236615
202.666,0.23982
202.689,0.230795
202.738,0.261519
202.806,0.258365
202.83,0.240271
202.848,0.201085
202.913,0.262861
202.956,0.239713
202.998,0.244525
203.053,0.230976
203.066,0.234795
203.15,0.212294
203.18,0.252123
203.208,0.230002
203.273,0.240458
203.45,0.24244
203.474,0.260103
203.529,0.252115
203.564,0.234904
203.577,0.249652
203.59,0.234928
203.615,0.231553
203.631,0.227349
203.682,0.231933
203.729,0.224742
203.737,0.27448
203.772,0.195802
203.794,0.208161
203.82,0.276931
203.883,0.240149
204.011,0.235305
204.025,0.264733
204.062,0.227229
204.07,0.25292
204.159,0.219139
204.188,0.232906
204.247,0.256723
204.32,0.230476
204.332,0.242547
204.44,0.260381
204.446,0.237212
204.457,0.241724
204.465,0.231534
204.472,0.256612
204.481,0.224657
204.503,0.254708
204.582,0.242077
204.599,0.263081
204.615,0.237027
204.631,0.266564
204.645,0.265081
204.647,0.244825
204.687,0.221238
204.727,0.238559
204.75,0.241764
204.878,0.220551
204.968,0.189875
204.976,0.282203
204.98,0.253014
205.007,0.223899
205.034,0.220095
205.122,0.226218
205.186,0.198393
205.239,0.213355
205.259,0.234262
205.301,0.23983
205.346,0.245555
205.376,0.226876
205.401,0.250165
205.466,0.216623
205.513,0.19996
205.582,0.272178
205.583,0.220624
205.606,0.22774
205.636,0.215799
205.69,0.281032
205.764,0.236451
205.764,0.209169
205.825,0.253139
205.835,0.231077
205.91,0.24759
205.962,0.253476
205.967,0.234907
205.985,0.217241
206.017,0.225087
206.017,0.229358
206.064,0.252578
206.089,0.249254
206.109,0.24577
206.125,0.212936
206.174,0.2286
206.199,0.250076
206.283,0.269248
206.294,0.218087
206.311,0.205498
206.321,0.251862
206.378,0.250694
206.393,0.242268
206.417,0.221844
206.444,0.231042
206.558,0.214273
206.574,0.195198
206.622,0.237114
206.638,0.222747
206.667,0.200277
206.67,0.24712
206.75,0.218614
206.76,0.231827
206.787,0.24839
206.822,0.240115
206.85,0.203897
206.887,0.232574
206.93,0.210489
206.983,0.222322
207.001,0.28666
207.075,0.220672
207.087,0.21925
207.162,0.215782
207.247,0.206374
207.249,0.265848
207.26,0.237301
207.283,0.227611
207.299,0.256195
207.337,0.268029
207.525,0.236375
207.539,0.21943
207.54,0.222353
207.577,0.181909
207.586,0.231074
207.668,0.220973
207.702,0.226145
207.778,0.231474
208.037,0.19765
208.081,0.206284
208.085,0.227545
208.177,0.213505
208.205,0.242555
208.271,0.236702
208.277,0.274709
208.285,0.191169
208.294,0.21888
208.303,0.215656
208.446,0.234808
208.496,0.230645
208.518,0.218937
208.522,0.200997
208.645,0.243603
208.719,0.226794
208.901,0.21843
208.919,0.234534
209.03,0.208182
209.11,0.232194
209.113,0.249417
209.144,0.226698
209.21,0.217803
209.305,0.208146
209.33,0.23894
209.365,0.25578
209.366,0.231192
209.384,0.254934
209.528,0.180809
209.528,0.269295
209.54,0.203092
209.557,0.260619
209.572,0.22832
209.589,0.221615
209.622,0.21586
209.631,0.226983
209.836,0.219576
209.894,0.248876
209.905,0.22239
209.943,0.242879
210.011,0.282079
210.053,0.224709
210.092,0.201432
210.155,0.222561
210.158,0.249962
210.191,0.256125
210.197,0.234895
210.235,0.23894
210.259,0.249843
210.434,0.301466
210.45,0.242807
210.452,0.234872
210.458,0.242939
210.483,0.230639
210.585,0.213835
210.621,0.215641
210.651,0.23728
210.652,0.222066
210.695,0.246699
210.753,0.25157
210.805,0.216532
210.923,0.281811
211.033,0.214297
211.051,0.244863
211.052,0.249918
211.061,0.217209
211.083,0.250214
211.192,0.254774
211.293,0.211612
211.308,0.230433
211.342,0.230556
211.353,0.24852
211.408,0.256095
211.535,0.231379
211.664,0.208675
211.726,0.240751
211.729,0.28372
211.88,0.223207
211.941,0.20651
211.943,0.196068
211.982,0.232097
212.104,0.246916
212.127,0.190211
212.179,0.259355
212.202,0.25134
212.257,0.239195
212.26,0.248276
212.374,0.251661
212.502,0.252814
212.513,0.210173
212.644,0.219957
212.666,0.223922
212.729,0.200771
212.741,0.257184
212.767,0.216994
212.788,0.211982
212.832,0.234952
212.972,0.243833
213.015,0.191205
213.066,0.215802
213.082,0.229939
213.083,0.225698
213.087,0.243225
213.096,0.24678
213.11,0.216098
213.189,0.242573
213.372,0.248355
213.426,0.225859
213.439,0.241655
213.452,0.241473
213.48,0.229
213.62,0.234148
213.666,0.213469
213.676,0.226287
213.701,0.21102
213.764,0.196529
213.813,0.18764
213.846,0.218014
213.873,0.218499
213.947,0.223913
213.973,0.188653
214.018,0.229809
214.032,0.221119
214.085,0.210545
214.105,0.225689
214.121,0.250145
214.129,0.233568
214.166,0.212428
214.347,0.212019
214.37,0.241277
214.42,0.232688
214.443,0.231727
214.446,0.213536
214.504,0.208357
214.508,0.253387
214.617,0.217236
214.627,0.223303
214.629,0.212058
214.634,0.231826
214.705,0.217302
214.711,0.207761
214.718,0.237502
214.914,0.236991
214.927,0.228734
214.982,0.222855
215.044,0.236388
215.075,0.237886
215.115,0.235843
215.123,0.224347
215.303,0.263792
215.308,0.193743
215.326,0.211628
215.394,0.206437
215.441,0.208133
215.455,0.201911
215.494,0.210045
215.558,0.239947
215.639,0.237649
215.742,0.229872
215.766,0.252397
215.83,0.239326
215.848,0.191512
215.858,0.231043
215.892,0.220588
215.949,0.228358
216.032,0.215038
216.065,0.205238
216.089,0.241879
216.148,0.264597
216.151,0.211149
216.19,0.25909
216.299,0.196446
216.422,0.20225
216.463,0.225716
216.49,0.232696
216.53,0.223153
216.628,0.230706
216.727,0.221783
216.828,0.226559
216.878,0.198109
216.884,0.257063
217.019,0.190687
217.023,0.225957
217.049,0.231166
217.062,0.229035
217.063,0.237297
217.103,0.233869
217.159,0.218507
217.253,0.236574
217.276,0.197771
217.342,0.234369
217.381,0.239323
217.439,0.247544
217.466,0.267481
217.648,0.248192
217.662,0.229626
217.72,0.247881
217.771,0.259528
217.784,0.19009
217.792,0.215945
217.82,0.246399
217.84,0.19692
217.843,0.250025
217.925,0.226518
217.938,0.222874
217.942,0.23187
217.947,0.212975
217.952,0.20098
218.039,0.244362
218.07,0.21856
218.1,0.231034
218.16,0.222354
218.168,0.183895
218.26,0.229911
218.275,0.256191
218.298,0.240587
218.308,0.179279
218.371,0.23693
218.403,0.241338
218.452,0.239924
218.489,0.282752
218.518,0.240234
218.575,0.24728
218.598,0.22842
218.614,0.239388
218.629,0.219439
218.701,0.230653
218.768,0.200007
218.776,0.230772
218.934,0.237014
218.954,0.256042
219.005,0.252618
219.1,0.233751
219.154,0.216852
219.298,0.224741
219.306,0.247894
219.339,0.222638
219.369,0.24796
219.485,0.247549
219.54,0.23634
219.566,0.236908
219.591,0.238123
219.592,0.246481
219.598,0.22682
219.627,0.204153
219.634,0.233293
219.676,0.233539
219.682,0.223955
219.75,0.239114
219.776,0.20245
219.793,0.226309
219.796,0.235983
219.912,0.210527
219.913,0.249227
220.032,0.228855
220.082,0.206475
220.117,0.246032
220.121,0.286392
220.124,0.22871
220.13,0.220982
220.193,0.257824
220.2,0.20389
220.213,0.2336
220.399,0.228752
220.429,0.254231
220.486,0.225932
220.509,0.228911
220.51,0.194749
220.562,0.244095
220.604,0.212366
220.621,0.20019
220.675,0.217422
220.752,0.200696
220.769,0.209585
220.796,0.235992
220.865,0.227507
220.937,0.243631
220.949,0.240246
221.009,0.242744
221.019,0.212556
221.056,0.209149
221.056,0.240613
221.11,0.236131
221.149,0.220461
221.158,0.210192
221.199,0.262609
221.201,0.198586
221.212,0.193496
221.306,0.237485
221.328,0.25821
221.332,0.214798
221.337,0.21819
221.343,0.251121
221.348,0.251868
221.403,0.228788
221.477,0.236276
221.574,0.259886
221.609,0.226451
221.682,0.230907
221.705,0.20259
221.804,0.243496
221.84,0.232467
221.937,0.265376
221.987,0.23973
222.01,0.258049
222.043,0.201407
222.047,0.201699
222.085,0.267954
222.139,0.203609
222.162,0.199687
222.254,0.214656
222.315,0.232341
222.419,0.26451
222.436,0.270172
222.442,0.221316
222.479,0.222244
222.533,0.23197
222.545,0.288532
222.668,0.229873
222.731,0.225902
222.755,0.193192
222.847,0.253774
222.921,0.22937
222.98,0.224703
223.012,0.227897
223.061,0.219781
223.116,0.225668
223.119,0.225472
223.12,0.23753
223.121,0.221723
223.145,0.20528
223.188,0.248839
223.193,0.220078
223.218,0.237275
223.219,0.211457
223.231,0.23397
223.244,0.248987
223.292,0.239792
223.339,0.258823
223.408,0.224493
223.433,0.219294
223.488,0.264659
223.496,0.245846
223.509,0.2406
223.512,0.193758
223.52,0.26087
223.554,0.224892
223.557,0.235357
223.564,0.188586
223.571,0.201686
223.628,0.238329
223.671,0.244636
223.776,0.21703
223.827,0.272605
223.834,0.209601
223.851,0.243717
223.971,0.241534
223.973,0.235322
224.162,0.208896
224.204,0.235977
224.28,0.197092
224.429,0.251774
224.459,0.25158
224.469,0.216649
224.494,0.209802
224.539,0.228171
224.556,0.202673
224.562,0.231499
224.564,0.186092
224.608,0.27789
224.62,0.242899
224.653,0.237805
224.695,0.195832
224.696,0.222701
224.739,0.262026
224.749,0.230701
224.771,0.236761
224.857,0.220604
224.973,0.221499
225.025,0.236727
225.058,0.265433
225.085,0.250712
225.115,0.229737
225.142,0.226497
